rast_id,xmin,xmax,ymin,ymax
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3220000_N1750000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-104.71601514144245,-104.6800596935843,39.889715944282905,39.917407668450146
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3220000_N1740000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-104.71632254229834,-104.6803813172075,39.86226627382004,39.889958218233126
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3220000_N1730000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-104.7166297021906,-104.68070268862114,39.83481629718827,39.862508455499054
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3220000_N1720000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-104.7169366214025,-104.68102380812176,39.807366020749996,39.835058386612275
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3210000_N1750000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-104.7516492069246,-104.71570749933932,39.889958218233126,39.917639263604435
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3210000_N1740000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-104.75194263693906,-104.71601514144245,39.862508455499054,39.89018972520123
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3210000_N1730000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-104.75223583693978,-104.71632254229834,39.835058386612275,39.862739874296444
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3210000_N1720000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-104.7525288071971,-104.7166297021906,39.8076080179352,39.835289717254476
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3210000_N1710000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-104.75282154798094,-104.7169366214025,39.780157355828116,39.80783926043769
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3210000_N1700000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-104.75311405956079,-104.71724330021674,39.75270640664928,39.78038851020637
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3200000_N1730000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-104.78784220143227,-104.75194263693906,39.835289717254476,39.86296053010854
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3200000_N1720000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-104.78812122246511,-104.75223583693978,39.80783926043769,39.835510289011204
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3200000_N1710000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-104.78840002494904,-104.7525288071971,39.78038851020637,39.808059748153845
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3200000_N1700000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-104.78867860914073,-104.75282154798094,39.752937472918816,39.780608913896714
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3190000_N1730000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-104.82344878473067,-104.78756296159345,39.835510289011204,39.863170422836426
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3190000_N1720000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-104.82371385628197,-104.78784220143227,39.808059748153845,39.83572010178365
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3190000_N1710000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-104.82397872020931,-104.78812122246511,39.780608913896714,39.80826948098488
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3190000_N1700000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-104.82424337675657,-104.78840002494904,39.753157792598124,39.78081856680042
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3180000_N1710000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-104.85955762284962,-104.82371385628197,39.78081856680042,39.8084684588369
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3180000_N1700000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-104.85980835150899,-104.82397872020931,39.75336736558854,39.781017468823606
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3180000_N1660000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-104.86080930607832,-104.82503610455045,39.643559817560686,39.67121070218169
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3170000_N1720000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-104.89489973586193,-104.85905557589717,39.8084684588369,39.83610745000448
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3170000_N1710000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-104.89513672195743,-104.85930669772269,39.781017468823606,39.808656681620704
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3170000_N1700000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-104.89537352249826,-104.85955762284962,39.75356619179625,39.78120561987718
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3170000_N1690000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-104.89561013770223,-104.85980835150899,39.72611463411102,39.75375427113219
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3170000_N1680000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-104.89584656778688,-104.86005888393143,39.698662802122136,39.726302641741945
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3170000_N1670000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-104.89608281296934,-104.86030922034725,39.67121070218169,39.69885073806062
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3170000_N1660000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-104.89631887346641,-104.86055936098636,39.643758340639735,39.67139856644037
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3170000_N1650000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-104.89655474949461,-104.86080930607832,39.61630572384431,39.64394613323122
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3160000_N1710000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-104.93071600661987,-104.89489973586193,39.78120561987718,39.808834149252
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3160000_N1700000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-104.93093887882432,-104.89513672195743,39.75375427113219,39.78138301987684
