station_id,latitude,longitude,Name,elevation,state,date,tmax,tmin,prcp,snow,snwd,year,mean_temp,month,day,growing_days,above_freezing_days,prcp_day,cumulative_growing_days,cumulative_above_freezing_days,cumulative_prcp_day,temp_ma07,temp_ma14,temp_ma21,temp_ma30,cum_prcp,clim_temp_ma07,clim_temp_ma14,clim_temp_ma21,clim_temp_ma30,clim_cum_prcp,temp_diff_07_ave,temp_diff_14_ave,temp_diff_21_ave,temp_diff_30_ave,prcp_diff_ave
USW00023062,39.7633,-104.8694,DENVER-STAPLETON                       72469,1611,CO,1990-01-21,13.3,-5.6,0,0,152,1990,3.8500000000000005,1,21,TRUE,FALSE,FALSE,12,4,4,0.15000000000000024,3.8285714285714283,3.0166666666666666,NA,184,0.3911330049261085,0.11194581280788156,-0.3564860426929392,-0.5362068965517242,75.63333333333334,3.458866995073892,3.738054187192119,4.20648604269294,4.386206896551725,108.36666666666666
USW00023062,39.7633,-104.8694,DENVER-STAPLETON                       72469,1611,CO,1990-01-22,8.9,-3.9,0,0,127,1990,2.5,1,22,FALSE,FALSE,FALSE,12,4,4,0.07142857142857155,3.3321428571428573,2.8976190476190475,NA,184,0.36354679802955675,0.1383004926108374,-0.26379310344827583,-0.42477011494252875,82.03333333333333,2.1364532019704434,2.3616995073891625,2.763793103448276,2.924770114942529,101.96666666666667
USW00023062,39.7633,-104.8694,DENVER-STAPLETON                       72469,1611,CO,1990-01-23,10,-0.6,0,0,102,1990,4.7,1,23,TRUE,FALSE,FALSE,13,4,4,0.47142857142857153,2.8535714285714286,2.869047619047619,NA,184,0.5585714285714286,0.14938423645320198,-0.16346469622331686,-0.36218390804597694,84.76666666666667,4.1414285714285715,4.550615763546798,4.863464696223317,5.062183908045977,99.23333333333333
USW00023062,39.7633,-104.8694,DENVER-STAPLETON                       72469,1611,CO,1990-01-24,1.7,-8.3,5,5,76,1990,-3.3000000000000003,1,24,FALSE,FALSE,TRUE,13,4,5,-0.19999999999999968,1.8214285714285716,2.869047619047619,NA,189,0.8514285714285714,0.1556650246305418,-0.0959770114942529,-0.3221264367816092,85.26666666666667,-4.151428571428571,-3.4556650246305423,-3.204022988505747,-2.9778735632183913,103.73333333333333
USW00023062,39.7633,-104.8694,DENVER-STAPLETON                       72469,1611,CO,1990-01-25,8.3,-3.9,0,0,76,1990,2.2,1,25,FALSE,FALSE,FALSE,13,4,5,0.7857142857142859,1.6,3.1738095238095236,NA,189,0.8809523809523808,0.1129310344827585,-0.07963875205254527,-0.2793678160919541,87.23333333333333,1.3190476190476192,2.0870689655172416,2.2796387520525454,2.4793678160919543,101.76666666666667
USW00023062,39.7633,-104.8694,DENVER-STAPLETON                       72469,1611,CO,1990-01-26,13.3,-0.6,0,0,76,1990,6.3500000000000005,1,26,TRUE,FALSE,FALSE,14,4,5,2.1714285714285717,1.9964285714285714,3.5547619047619046,NA,189,0.7438095238095238,0.23288177339901478,-0.004679802955665023,-0.23362068965517252,92.63333333333334,5.606190476190477,6.117118226600986,6.3546798029556655,6.583620689655173,96.36666666666666
USW00023062,39.7633,-104.8694,DENVER-STAPLETON                       72469,1611,CO,1990-01-27,0.6,-8.3,0,0,25,1990,-3.8500000000000005,1,27,FALSE,FALSE,FALSE,14,4,5,1.7785714285714287,1.2249999999999999,3.173809523809524,NA,189,0.5861904761904762,0.40233990147783255,0.14967159277504102,-0.18896551724137928,96.56666666666666,-4.436190476190477,-4.252339901477833,-3.9996715927750417,-3.6610344827586214,92.43333333333334
USW00023062,39.7633,-104.8694,DENVER-STAPLETON                       72469,1611,CO,1990-01-28,2.8,-8.3,0,0,25,1990,-2.7500000000000004,1,28,FALSE,FALSE,FALSE,14,4,5,0.8357142857142855,0.4928571428571428,2.8309523809523807,NA,189,0.5235714285714285,0.40689655172413786,0.21551724137931033,-0.16798850574712634,102,-3.273571428571429,-3.156896551724138,-2.965517241379311,-2.5820114942528742,87
USW00023062,39.7633,-104.8694,DENVER-STAPLETON                       72469,1611,CO,1990-01-29,7.2,-4.4,0,0,25,1990,1.4,1,29,FALSE,FALSE,FALSE,14,4,5,0.6785714285714285,0.3750000000000001,2.447619047619048,NA,189,0.4414285714285715,0.3135467980295566,0.1800492610837438,-0.1763793103448276,109.83333333333334,0.9585714285714284,1.0864532019704434,1.219950738916256,1.5763793103448276,79.16666666666666
USW00023062,39.7633,-104.8694,DENVER-STAPLETON                       72469,1611,CO,1990-01-30,10.6,-7.2,0,0,25,1990,1.6999999999999997,1,30,TRUE,FALSE,FALSE,15,4,5,0.2499999999999998,0.36071428571428554,1.9857142857142855,2.41,189,0.44285714285714284,0.5007142857142858,0.17569786535303786,-0.16195402298850572,110.76666666666668,1.257142857142857,1.1992857142857138,1.5243021346469618,1.8619540229885054,78.23333333333332
USW00023062,39.7633,-104.8694,DENVER-STAPLETON                       72469,1611,CO,1990-01-31,11.7,-5.6,0,0,0,1990,3.05,1,31,TRUE,FALSE,FALSE,16,4,5,1.157142857142857,0.4785714285714284,1.6,2.345,189,0.6002380952380951,0.7258333333333333,0.2291461412151067,-0.07908045977011498,116.63333333333334,2.4497619047619046,2.3241666666666667,2.820853858784893,3.129080459770115,72.36666666666666
USW00023062,39.7633,-104.8694,DENVER-STAPLETON                       72469,1611,CO,1990-02-01,6.1,-6.1,3,3,0,1990,0,2,1,FALSE,FALSE,TRUE,16,4,6,0.8428571428571429,0.8142857142857144,1.3476190476190475,2.1683333333333334,192,0.591190476190476,0.7360714285714286,0.20796387520525447,-0.020344827586206874,122.36666666666666,-0.591190476190476,-0.7360714285714286,-0.20796387520525447,0.020344827586206874,69.63333333333334
USW00023062,39.7633,-104.8694,DENVER-STAPLETON                       72469,1611,CO,1990-02-02,1.1,-8.3,41,38,0,1990,-3.6000000000000005,2,2,FALSE,FALSE,TRUE,16,4,7,-0.5785714285714288,0.7964285714285713,1.138095238095238,2.158333333333333,233,0.31166666666666654,0.5277380952380953,0.21568144499178984,-0.005747126436781627,127.93333333333334,-3.911666666666667,-4.1277380952380955,-3.81568144499179,-3.594252873563219,105.06666666666666
USW00023062,39.7633,-104.8694,DENVER-STAPLETON                       72469,1611,CO,1990-02-03,5.6,-10,0,0,51,1990,-2.2,2,3,FALSE,FALSE,FALSE,16,4,7,-0.3428571428571432,0.7178571428571427,0.7023809523809524,2.2249999999999996,233,0.030000000000000027,0.30809523809523814,0.248440065681445,-0.019425287356321964,135.5,-2.2300000000000004,-2.508095238095238,-2.4484400656814453,-2.1805747126436783,97.5
USW00023062,39.7633,-104.8694,DENVER-STAPLETON                       72469,1611,CO,1990-02-04,14.4,-8.3,0,0,25,1990,3.05,2,4,TRUE,FALSE,FALSE,17,4,7,0.4857142857142855,0.6607142857142855,0.49047619047619045,2.381666666666667,233,-0.13952380952380955,0.19202380952380962,0.20082101806239747,-0.014022988505747121,140.43333333333334,3.189523809523809,2.8579761904761902,2.8491789819376026,3.064022988505747,92.56666666666666
USW00023062,39.7633,-104.8694,DENVER-STAPLETON                       72469,1611,CO,1990-02-05,3.3,-5.6,0,0,0,1990,-1.15,2,5,FALSE,FALSE,FALSE,17,4,7,0.12142857142857129,0.3999999999999998,0.29047619047619044,2.205,233,-0.12214285714285722,0.15964285714285723,0.1628899835796387,0.07137931034482774,146.26666666666668,-1.0278571428571426,-1.309642857142857,-1.3128899835796386,-1.2213793103448276,86.73333333333332
USW00023062,39.7633,-104.8694,DENVER-STAPLETON                       72469,1611,CO,1990-02-06,12.8,-7.2,0,0,0,1990,2.8000000000000003,2,6,TRUE,FALSE,FALSE,18,4,7,0.27857142857142847,0.26428571428571407,0.33333333333333337,2.15,233,-0.04452380952380942,0.19916666666666683,0.318968253968254,0.12143678160919542,151,2.84452380952381,2.6008333333333336,2.4810317460317464,2.678563218390805,82
USW00023062,39.7633,-104.8694,DENVER-STAPLETON                       72469,1611,CO,1990-02-07,16.1,-3.9,0,0,0,1990,6.1000000000000005,2,7,TRUE,FALSE,FALSE,19,4,7,0.7142857142857141,0.9357142857142855,0.5571428571428572,2.0383333333333336,233,-0.16285714285714295,0.2186904761904762,0.4296031746031747,0.1116091954022988,156,6.262857142857143,5.8813095238095245,5.670396825396826,5.988390804597702,77
USW00023062,39.7633,-104.8694,DENVER-STAPLETON                       72469,1611,CO,1990-02-08,7.8,-5,0,0,0,1990,1.4,2,8,FALSE,FALSE,FALSE,19,4,7,0.9142857142857143,0.8785714285714286,0.8476190476190477,1.705,233,-0.11928571428571415,0.23595238095238094,0.45095238095238105,0.09954022988505742,160.66666666666666,1.5192857142857141,1.164047619047619,0.9490476190476189,1.3004597701149425,72.33333333333334
USW00023062,39.7633,-104.8694,DENVER-STAPLETON                       72469,1611,CO,1990-02-09,10,-3.9,0,0,0,1990,3.05,2,9,TRUE,FALSE,FALSE,20,4,7,1.864285714285714,0.6428571428571428,1.1523809523809523,1.435,233,0.03976190476190474,0.17571428571428582,0.36507936507936495,0.08781609195402298,164.6,3.010238095238095,2.874285714285714,2.6849206349206347,2.9621839080459766,68.4
USW00023062,39.7633,-104.8694,DENVER-STAPLETON                       72469,1611,CO,1990-02-10,13.3,3.9,0,0,0,1990,8.6,2,10,TRUE,TRUE,FALSE,21,5,7,3.407142857142857,1.532142857142857,1.614285714285714,1.5450000000000002,233,0.08619047619047619,0.058095238095238144,0.23412698412698402,0.04275862068965512,172.16666666666666,8.513809523809524,8.541904761904762,8.365873015873015,8.557241379310344,60.83333333333334
USW00023062,39.7633,-104.8694,DENVER-STAPLETON                       72469,1611,CO,1990-02-11,18.3,1.1,0,0,0,1990,9.700000000000001,2,11,TRUE,TRUE,FALSE,22,6,7,4.357142857142858,2.4214285714285713,1.8928571428571428,1.8416666666666663,233,-0.009285714285714165,-0.07440476190476183,0.12492063492063493,0.028563218390804505,179.86666666666667,9.709285714285715,9.774404761904762,9.575079365079366,9.671436781609197,53.133333333333326
USW00023062,39.7633,-104.8694,DENVER-STAPLETON                       72469,1611,CO,1990-02-12,18.9,-0.6,0,0,0,1990,9.149999999999999,2,12,TRUE,FALSE,FALSE,23,6,7,5.828571428571428,2.975,2.2095238095238092,1.915,233,-0.13142857142857128,-0.12678571428571433,0.0626190476190475,0.047241379310344826,181.7,9.28142857142857,9.276785714285714,9.08738095238095,9.102758620689654,51.30000000000001
USW00023062,39.7633,-104.8694,DENVER-STAPLETON                       72469,1611,CO,1990-02-13,-0.6,-8.9,15,48,0,1990,-4.75,2,13,FALSE,FALSE,TRUE,23,6,8,4.75,2.5142857142857142,1.7595238095238095,1.5066666666666666,248,-0.1985714285714288,-0.12154761904761903,0.06658730158730167,0.038103448275862054,183.7,-4.551428571428572,-4.628452380952381,-4.816587301587302,-4.788103448275862,64.30000000000001
USW00023062,39.7633,-104.8694,DENVER-STAPLETON                       72469,1611,CO,1990-02-14,-8.9,-15.6,23,38,51,1990,-12.25,2,14,FALSE,FALSE,TRUE,23,6,9,2.128571428571429,1.4214285714285713,1.3333333333333333,0.9966666666666666,271,0.0685714285714288,-0.04714285714285718,0.1686507936507937,0.0797701149425288,188.53333333333333,-12.31857142857143,-12.202857142857143,-12.418650793650794,-12.329770114942528,82.46666666666667
USW00023062,39.7633,-104.8694,DENVER-STAPLETON                       72469,1611,CO,1990-02-15,-10,-20,3,3,51,1990,-15,2,15,FALSE,FALSE,TRUE,23,6,10,-0.21428571428571477,0.34999999999999964,0.5142857142857143,0.43333333333333324,274,0.129047619047619,0.004880952380952423,0.20031746031746042,0.27722222222222226,192.43333333333334,-15.129047619047618,-15.004880952380953,-15.20031746031746,-15.277222222222223,81.56666666666666
USW00023062,39.7633,-104.8694,DENVER-STAPLETON                       72469,1611,CO,1990-02-16,1.1,-18.3,0,0,51,1990,-8.6,2,16,FALSE,FALSE,FALSE,23,6,10,-1.8785714285714288,-0.0071428571428571175,-0.19761904761904756,0.1,274,0.23190476190476192,0.1358333333333333,0.1944444444444445,0.36500000000000005,197.16666666666666,-8.831904761904761,-8.735833333333334,-8.794444444444444,-8.965,76.83333333333334
USW00023062,39.7633,-104.8694,DENVER-STAPLETON                       72469,1611,CO,1990-02-17,9.4,-13.9,0,0,25,1990,-2.25,2,17,FALSE,FALSE,FALSE,23,6,10,-3.428571428571429,-0.01071428571428539,-0.12142857142857107,0.18166666666666695,274,0.5978571428571429,0.34202380952380956,0.238015873015873,0.43983333333333335,199.4,-2.847857142857143,-2.5920238095238095,-2.488015873015873,-2.6898333333333335,74.6
USW00023062,39.7633,-104.8694,DENVER-STAPLETON                       72469,1611,CO,1990-02-18,2.8,-6.1,0,0,0,1990,-1.65,2,18,FALSE,FALSE,FALSE,23,6,10,-5.05,-0.34642857142857175,-0.06904761904761901,0.23833333333333317,274,1.058095238095238,0.5244047619047617,0.3030952380952382,0.4489444444444445,202.7,-2.708095238095238,-2.1744047619047615,-1.953095238095238,-2.0989444444444443,71.30000000000001
USW00023062,39.7633,-104.8694,DENVER-STAPLETON                       72469,1611,CO,1990-02-19,4.4,-6.7,0,0,0,1990,-1.15,2,19,FALSE,FALSE,FALSE,23,6,10,-6.5214285714285705,-0.34642857142857125,-0.19047619047619047,0.23666666666666678,274,1.4971428571428569,0.6828571428571429,0.41452380952380946,0.4487777777777778,203.96666666666667,-2.647142857142857,-1.8328571428571427,-1.5645238095238094,-1.5987777777777776,70.03333333333333
USW00023062,39.7633,-104.8694,DENVER-STAPLETON                       72469,1611,CO,1990-02-20,4.4,-3.9,36,36,25,1990,0.2500000000000002,2,20,FALSE,FALSE,TRUE,23,6,11,-5.807142857142858,-0.5285714285714294,-0.2595238095238096,0.11666666666666645,310,1.7478571428571428,0.7746428571428571,0.5015873015873018,0.475888888888889,207.56666666666666,-1.4978571428571426,-0.5246428571428569,-0.2515873015873016,-0.22588888888888875,102.43333333333334
USW00023062,39.7633,-104.8694,DENVER-STAPLETON                       72469,1611,CO,1990-02-21,8.3,-3.3,0,0,0,1990,2.5000000000000004,2,21,FALSE,FALSE,FALSE,23,6,11,-3.7,-0.7857142857142857,-0.2857142857142857,0.1166666666666665,310,1.6685714285714284,0.8685714285714285,0.5247619047619049,0.5215,215.73333333333332,0.8314285714285721,1.631428571428572,1.9752380952380957,1.9785000000000004,94.26666666666668
USW00023062,39.7633,-104.8694,DENVER-STAPLETON                       72469,1611,CO,1990-02-22,8.9,-3.9,0,0,0,1990,2.5,2,22,FALSE,FALSE,FALSE,23,6,11,-1.1999999999999995,-0.7071428571428573,-0.1666666666666669,0.043333333333333265,310,1.8102380952380952,0.9696428571428571,0.606666666666667,0.5692777777777777,219.23333333333332,0.6897619047619048,1.530357142857143,1.893333333333333,1.9307222222222222,90.76666666666668
USW00023062,39.7633,-104.8694,DENVER-STAPLETON                       72469,1611,CO,1990-02-23,13.9,-1.7,0,0,0,1990,6.1000000000000005,2,23,TRUE,FALSE,FALSE,24,6,11,0.9000000000000001,-0.48928571428571455,0.295238095238095,0.3566666666666664,310,1.883809523809524,1.057857142857143,0.7184920634920635,0.6058888888888889,230.43333333333334,4.2161904761904765,5.042142857142857,5.381507936507937,5.494111111111112,79.56666666666666
USW00023062,39.7633,-104.8694,DENVER-STAPLETON                       72469,1611,CO,1990-02-24,13.3,-3.3,0,0,0,1990,5,2,24,TRUE,FALSE,FALSE,25,6,11,1.935714285714286,-0.7464285714285713,0.6380952380952383,0.45000000000000023,310,1.7264285714285716,1.1621428571428571,0.8034920634920635,0.6371111111111113,233.63333333333333,3.2735714285714286,3.8378571428571426,4.1965079365079365,4.362888888888889,76.36666666666667
USW00023062,39.7633,-104.8694,DENVER-STAPLETON                       72469,1611,CO,1990-02-25,14.4,-3.3,0,0,0,1990,5.550000000000001,2,25,TRUE,FALSE,FALSE,26,6,11,2.9642857142857144,-1.0428571428571425,0.7571428571428575,0.42333333333333323,310,1.484047619047619,1.2710714285714286,0.8442857142857144,0.6216666666666668,236.83333333333331,4.065952380952382,4.2789285714285725,4.705714285714286,4.928333333333334,73.16666666666669
USW00023062,39.7633,-104.8694,DENVER-STAPLETON                       72469,1611,CO,1990-02-26,10,1.7,0,0,0,1990,5.85,2,26,TRUE,TRUE,FALSE,27,7,11,3.9642857142857144,-1.2785714285714282,1.0904761904761904,0.7466666666666667,310,1.1521428571428571,1.3246428571428572,0.8392857142857144,0.5808333333333334,242.96666666666667,4.697857142857142,4.525357142857143,5.010714285714285,5.269166666666666,67.03333333333333
USW00023062,39.7633,-104.8694,DENVER-STAPLETON                       72469,1611,CO,1990-02-27,5,-2.8,13,8,0,1990,1.1,2,27,FALSE,FALSE,TRUE,27,7,12,4.085714285714286,-0.8607142857142842,1.0095238095238097,0.875,323,0.9964285714285714,1.372142857142857,0.8485714285714288,0.5862222222222222,246.26666666666668,0.10357142857142865,-0.272142857142857,0.25142857142857133,0.5137777777777779,76.73333333333332
USW00023062,39.7633,-104.8694,DENVER-STAPLETON                       72469,1611,CO,1990-02-28,1.7,-2.8,8,5,0,1990,-0.5499999999999999,2,28,FALSE,FALSE,TRUE,27,7,13,3.6500000000000004,-0.025000000000000144,0.6928571428571428,0.8099999999999999,331,0.9064285714285714,1.2874999999999999,0.8811904761904763,0.63,251,-1.4564285714285714,-1.8375,-1.4311904761904763,-1.18,80
USW00023062,39.7633,-104.8694,DENVER-STAPLETON                       72469,1611,CO,1990-03-01,11.7,-2.2,0,0,0,1990,4.75,3,1,TRUE,FALSE,FALSE,28,7,13,3.9714285714285715,1.3857142857142857,0.8523809523809527,0.9116666666666665,331,0.9276190476190477,1.3689285714285713,0.9556349206349206,0.6823888888888889,255.3,3.822380952380952,3.3810714285714285,3.7943650793650794,4.067611111111111,75.69999999999999
USW00023062,39.7633,-104.8694,DENVER-STAPLETON                       72469,1611,CO,1990-03-02,13.9,-6.7,0,0,0,1990,3.6,3,2,TRUE,FALSE,FALSE,29,7,13,3.6142857142857143,2.2571428571428576,0.8785714285714287,0.9300000000000004,331,0.9933333333333334,1.4385714285714288,1.0363492063492064,0.6976111111111111,256.56666666666666,2.6066666666666665,2.161428571428571,2.563650793650794,2.902388888888889,74.43333333333334
USW00023062,39.7633,-104.8694,DENVER-STAPLETON                       72469,1611,CO,1990-03-03,16.1,-1.1,0,0,0,1990,7.500000000000001,3,3,TRUE,FALSE,FALSE,30,7,13,3.9714285714285715,2.9535714285714287,0.8261904761904768,1.1800000000000002,331,1.2942857142857143,1.510357142857143,1.2061904761904763,0.8011666666666668,259.3333333333333,6.205714285714286,5.989642857142858,6.293809523809525,6.698833333333334,71.66666666666669
USW00023062,39.7633,-104.8694,DENVER-STAPLETON                       72469,1611,CO,1990-03-04,16.7,1.1,0,0,0,1990,8.9,3,4,TRUE,TRUE,FALSE,31,8,13,4.45,3.7071428571428573,0.7880952380952385,1.5966666666666667,331,1.6630952380952382,1.5735714285714286,1.4017460317460317,0.9369999999999998,264.9,7.236904761904762,7.326428571428572,7.498253968253969,7.963000000000001,66.10000000000002
